# cm^-1, (cm^-1)^-1
245.00000000000003, 0.045528622540250474
246.00000000000003, 0.043300760286225426
247.00000000000003, 0.04231059928443648
248.00000000000003, 0.04231059928443648
249.00000000000003, 0.041567978533094796
250.00000000000003, 0.04305322003577816
251.00000000000003, 0.04453846153846153
252.00000000000003, 0.04750894454382826
253.00000000000003, 0.0529548300536673
254.00000000000003, 0.060876118067978546
255.00000000000003, 0.07300559033989268
256, 0.07721377459749557
257, 0.07374821109123436
258, 0.06409414132379249
259, 0.05394499105545619
260, 0.045528622540250474
261, 0.041567978533094796
262, 0.03884503577817533
263, 0.03785487477638644
264, 0.03760733452593917
265, 0.03810241502683365
266, 0.0393401162790698
267, 0.040330277280858695
268, 0.04206305903398927
269, 0.04404338103756711
270, 0.046518783542039366
271, 0.051964669051878354
272, 0.0574105545617174
273, 0.06533184257602864
274, 0.07523345259391773
275, 0.08538260286225402
276, 0.10122517889087657
277, 0.10691860465116279
278, 0.10617598389982111
279, 0.09553175313059034
280, 0.07721377459749557
281, 0.057905635062611815
282, 0.05072696779964225
283, 0.04701386404293384
284, 0.04602370304114489
285, 0.046518783542039366
285.99999999999994, 0.04577616279069768
287, 0.04528108228980321
288, 0.045033542039356
289, 0.045033542039356
290, 0.04478600178890879
291, 0.04429092128801432
292, 0.04453846153846153
292.99999999999994, 0.045033542039356
294, 0.04478600178890879
294.99999999999994, 0.043795840787119844
296, 0.04429092128801432
297, 0.045033542039356
298, 0.04577616279069768
299, 0.04750894454382826
300.00000000000006, 0.04998434704830057
301, 0.054440071556350667
301.99999999999994, 0.06508430232558138
303, 0.07622361359570662
304, 0.08810554561717354
305, 0.09553175313059034
306, 0.09305635062611808
307, 0.07325313059033989
308, 0.05642039355992845
308.99999999999994, 0.04429092128801432
310, 0.038349955277280856
311, 0.035131932021466916
312, 0.03339915026833634
313, 0.032408989266547394
314, 0.0314188282647585
315, 0.03092374776386403
316.00000000000006, 0.03067620751341682
317, 0.03067620751341682
317.99999999999994, 0.03092374776386403
319, 0.03042866726296961
320, 0.030181127012522346
321, 0.029933586762075137
322, 0.028943425760286245
323, 0.027953264758497354
324, 0.02745818425760288
324.99999999999994, 0.026963103756708406
326, 0.026715563506261197
327, 0.02646802325581399
328, 0.02646802325581399
329, 0.026715563506261197
330, 0.026963103756708406
331, 0.02721064400715567
331.99999999999994, 0.027953264758497354
333, 0.028448345259391772
333.99999999999994, 0.028943425760286245
335, 0.028448345259391772
336, 0.02745818425760288
337, 0.025972942754919515
338, 0.02448770125223615
339.00000000000006, 0.023497540250447257
340, 0.023002459749552784
340.99999999999994, 0.02250737924865831
342, 0.02250737924865831
343, 0.02250737924865831
344, 0.02250737924865831
345, 0.0222598389982111
346, 0.0222598389982111
347, 0.0222598389982111
347.99999999999994, 0.022754919499105575
349, 0.02448770125223615
350, 0.02547786225402504
351, 0.02646802325581399
352, 0.02745818425760288
353, 0.027953264758497354
354, 0.028943425760286245
355.00000000000006, 0.029686046511627928
356, 0.029686046511627928
356.99999999999994, 0.029438506261180664
358, 0.027953264758497354
359, 0.02646802325581399
360, 0.02547786225402504
361, 0.024982781753130623
362, 0.02448770125223615
363, 0.02424016100178894
363.99999999999994, 0.023745080500894467
365, 0.023249999999999993
366, 0.022754919499105575
367, 0.02250737924865831
368, 0.0222598389982111
369, 0.0222598389982111
370, 0.02250737924865831
370.99999999999994, 0.022754919499105575
372, 0.023002459749552784
372.99999999999994, 0.023002459749552784
374, 0.023249999999999993
375, 0.023745080500894467
376, 0.02424016100178894
377, 0.024735241502683414
378.00000000000006, 0.02547786225402504
379, 0.025972942754919515
379.99999999999994, 0.02646802325581399
381, 0.02646802325581399
382, 0.026715563506261197
383, 0.025972942754919515
384, 0.02547786225402504
385, 0.024735241502683414
386, 0.024735241502683414
386.99999999999994, 0.023992620751341676
388, 0.023497540250447257
389, 0.023497540250447257
390, 0.023745080500894467
391, 0.023992620751341676
392, 0.02424016100178894
393, 0.023745080500894467
393.99999999999994, 0.023497540250447257
395, 0.023249999999999993
395.99999999999994, 0.023002459749552784
397, 0.022754919499105575
398, 0.02250737924865831
399, 0.022012298747763892
400, 0.02151721824686942
46.179966044142624, 0.013416815742397115
47.87775891341257, 0.012880143112701248
49.57555178268252, 0.013953488372093037
51.61290322580647, 0.012880143112701248
53.989813242784386, 0.013953488372093037
56.36672325976232, 0.013953488372093037
59.083191850594226, 0.013416815742397115
61.79966044142615, 0.013416815742397115
402.37691001697794, 0.021466905187835394
406.79117147707984, 0.021466905187835394
408.82852292020374, 0.022540250447227184
412.2241086587436, 0.022540250447227184
415.9592529711376, 0.02307692307692305
423.08998302207135, 0.022540250447227184
419.3548387096774, 0.022540250447227184
425.46689303904924, 0.02307692307692305
428.5229202037351, 0.02307692307692305
431.91850594227503, 0.022003577817531317
435.31409168081495, 0.022003577817531317
437.6910016977929, 0.022540250447227184
440.4074702886248, 0.021466905187835394
442.7843803056028, 0.022003577817531317
445.84040747028865, 0.021466905187835394
449.2359932088285, 0.020930232558139528
451.61290322580646, 0.022003577817531317
453.9898132427844, 0.022003577817531317
456.02716468590836, 0.02307692307692305
458.0645161290323, 0.021466905187835394
405.0933786078098, 0.021466905187835394
